Lineage,Superorder,Orders_Scientific_Name_50MYA,Family.Scientific.Name,Scientific.Name,English.Name,NCBI.taxon.ID,Status,Assembly.ID,Sex.chromosomes.main.haploptype,sex,Accession_num_main_haplotype,RefSeq.annotation.main.haplotype,Accession_nums_other_high_quality_haplotypes,Assembly.tech,Assembly.Size,Num_of_contigs,CITES,Main.project,Second.project,Expected_sex_chromosomes,Hetergametic_Sequenced,Sexual.system,Sex_Chromosome_System_Karyotype,Genotypic,Environmental_SD,Assembled_PAR,Neo_Sex_Chr,Notes,FurtherInvestigation,Tried_KmerApproach,Validated_KmerApproach,PututativeSexChrs_IDed_KmerApproach,NotValidated_Kmer_Reason,DotPlots,Kmer.Notes,Mirror.Plot.comments,Tried_HalfDeep,Validated_HalfDeep,HalfDeep_Super_Sca_.50.,assemblyLevel,collection_date,geo_loc_name,sequencingTech,genomeCoverage,totalNumberOfChromosomes
Fishes,Actinopterygii (Ray-finned Fishes),Pleuronectiformes,Pleuronectidae,Pleuronectes platessa,European plaice,8262,,fPlePla1,No,UN,GCA_947347685.1,GCF_947347685.1,,"HiFi, HiFiasm solo, Hi-C YaHS","687,405,470","1,428",,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,24_72.1% | 23_50.9%,Chromosome,5/13/21,United Kingdom,"PacBio,Arima2",35,24
Fishes,Actinopterygii (Ray-finned Fishes),Pleuronectiformes,Pleuronectidae,Platichthys flesus,European flounder,8260,,fPlaFle2.1,No,UN,GCA_949316205.1,GCF_949316205.1,,"HiFi, Hifiasm solo","597,138,466",591,,DToL,,XY or XX,UN,gonochorous,XY,male heterogametic,No,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11668952/,,,,,,,,,Y,,22_63.6%,Chromosome,10/13/21,United Kingdom,"PacBio,Arima2",49,24
Fishes,Actinopterygii (Ray-finned Fishes),Scorpaeniformes,Gasterosteidae,Pungitius pungitius,ninespine stickleback,134920,,fPunPun2.1,No,M,GCA_949316345.1,GCF_949316345.1,,"HiFi, Hifiasm solo","480,450,674",913,,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,21_56.2% | 19_50.6% | 17_50.3%,Chromosome,6/25/20,United Kingdom,"PacBio,Arima2",61,21
Fishes,Actinopterygii (Ray-finned Fishes),Pleuronectiformes,Soleidae,Solea solea,common sole,90069,,fSolSol10.1,No,F,GCA_958295425.1,GCF_958295425.1,,"HiFi, Hifiasm solo","643,757,955",615,,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,https://www.nature.com/articles/s41598-019-53673-6,,,,,,,,,Y,,no halfdeep,Chromosome,8/19/21,Belgium,"PacBio,Arima2",32,21
Fishes,Actinopterygii (Ray-finned Fishes),Cypriniformes,Gobionidae,Carassius carassius,common carp,217509,,fCarcar2,No,F,GCA_963082965.1,GCF_963082965.1,,"HiFi, Hifiasm solo","1,684,313,041","1,110",,DToL,,XX,N,gonochorous,XY,male heterogametic,TSD,,,https://pubmed.ncbi.nlm.nih.gov/32781981/,,,,,,,,,Y,,no halfdeep,Chromosome,8/25/20,United Kingdom,"PacBio,Arima2",43,50
Fishes,Actinopterygii (Ray-finned Fishes),Anguilliformes,Congridae,Conger conger,European conger,82655,,fConCon1,No,UN,GCA_963514075.1,GCF_963514075.1,,"HiFi, Hifiasm solo","1,136,402,888","1,389",,DToL,,ZW or ZZ,UN,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,19_56.8%,Chromosome,5/27/21,United Kingdom,"PacBio,Arima2",36,19
Fishes,Actinopterygii (Ray-finned Fishes),Pleuronectiformes,Pleuronectidae,Limanda limanda,common dab,27771,,fLimLim1,No,UN,GCA_963576545.1,GCF_963576545.1,,"HiFi, Hifiasm solo","717,580,706",613,,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,3/24/22,United Kingdom,"PacBio,Arima2",114,23
Fishes,Actinopterygii (Ray-finned Fishes),Labriformes sensu stricto,Labridae,Labrus mixtus,cuckoo wrasse,508554,,fLabMix1,No,M,GCA_963584025.1,GCF_963584025.1,,"HiFi, Hifiasm solo","740,563,171",894,,DToL,,None,NA,hermaphrodite,None,NA,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,11/16/21,United Kingdom,"PacBio,Arima2",35,24
Fishes,Actinopterygii (Ray-finned Fishes),Scombriformes,Scombridae,Scomber scombrus,Atlantic mackerel,13677,,fScoSco1,No,UN,GCA_963691925.1,GCF_963691925.1,,"HiFi, Hifiasm solo","764,157,853","2,155",,DToL,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,5/5/22,United Kingdom,"PacBio,Arima2",29,24
Fishes,Actinopterygii (Ray-finned Fishes),Osmeriformes,Osmeridae,Osmerus eperlanus,European smelt,29151,,fOsmEpe2,No,UN,GCA_963692335.1,GCF_963692335.1,,"HiFi, Hifiasm solo","508,737,883","3,470",,DToL,,UN,UN,trioecy,UN,UN,UN,,,3% are hermaphrodites,,,,,,,,,Y,,20_78.4% | 24_78.3% | 27_76.6% | 28_75.3% | 14_74.3% | 17_68.9% | 25_68.3% | 15_64.4% | 6_63.8% | 11_63.6% | 9_62.4% | 21_62.2% | 12_61.2% | 23_60.5% | 7_60.2% | 8_58.8% | 13_58.7% | 10_58.1% | 3_56.2% | 26_55.9% | 16_55.7% | 5_54.6% | 19_54.1%,Chromosome,10/13/21,United Kingdom,"PacBio,Arima2",46,28
Fishes,Actinopterygii (Ray-finned Fishes),Clupeiformes,Clupeidae,Sardina pilchardus,sardine,27697,,fSarPil1,No,UN,GCA_963854185.1,GCF_963854185.1,,"HiFi, Hifiasm solo","869,414,035","1,895",,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,17_71.6% | 21_62.5% | 13_60.7% | 18_59.3% | 16_57.8% | 24_55.4% | 8_55.1% | 22_54.9% | 7_53.7% | 1_53.2%,Chromosome,3/24/22,United Kingdom,"PacBio,Arima2",33,24
Fishes,Actinopterygii (Ray-finned Fishes),Scombriformes,Scombridae,Thunnus thynnus,northern bluefin tuna,8237,,fThuThy2,No,UN,GCA_963924715.1,GCF_963924715.1,,"HiFi, Hifiasm solo","799,063,593",588,,DToL,,XY or XX,UN,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,7/1/13,Italy,"PacBio,Arima2",37,24
Fishes,Actinopterygii (Ray-finned Fishes),Labriformes sensu stricto,Labridae,Labrus bergylta,ballan wrasse,56723,,fLabBer1,No,F,GCA_963930695.1,GCF_963930695.1,,"HiFi, Hifiasm solo","720,227,340",947,,DToL,,None,NA,hermaphrodite,None,NA,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,11/16/21,United Kingdom,"PacBio,Arima2",34,24
Fishes,Actinopterygii (Ray-finned Fishes),Acipenseriformes,Acipenseridae,Acipenser naccarii,Adriatic sturgeon,42330,,fAciNac1,,,,,,,,,II,VGP,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Percopsiformes,Amblyopsidae,Amblyopsis spelaea,Northern cavefish,1195602,4,fAmbSpe1,No,F,GCA_046255685.1,,GCA_046255725.1,"HiFi, Hifiasm Hi-C phasing","817,440,146","1,357",,VGP,,UN,UN,UN,UN,UN,UN,,,,,Y,N,N,Hap quality,Amblyopsis_spelaea_dotPlot_kmers_v2.1.pdf,,,Y,,MT_100%,Chromosome,9/5/23,"USA: Mammoth Cave, Kentucky",PacBio Revio HiFi; Arima Hi-C v2,52.5,23
Fishes,Actinopterygii (Ray-finned Fishes),Uranoscopiformes,Ammodytidae,Ammodytes marinus,lesseer sand eel,146480,,fAmmMar1,No,F,GCA_949987685.1,,,"HiFi, Hifiasm solo","777,835,610","1,634",,ERGA,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,25_100%,Chromosome,9/10/21,Faroe Islands,"PacBio,Arima2",58,25
Fishes,Actinopterygii (Ray-finned Fishes),Uranoscopiformes,Ammodytidae,Hyperoplus immaculatus,greater sand eel,1484357,4,fHypImm3,No,UN,GCA_949357725.1,,,"HiFi, Hifiasm solo","797,804,280","2,756",,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,10/13/21,United Kingdom,"PacBio,Arima2",31,24
Fishes,Actinopterygii (Ray-finned Fishes),Cyprinodontiformes,Anablepidae,Anableps anableps,largescale four-eyes,195821,4,fAnaAna1,No,M,GCA_014839685.1,,,"CLR, FALCON unzip","867,632,993",140,,VGP,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,7/11/17,"Germany: Wilhelma Zoo, Stuttgart",PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,58.8,24
Fishes,Actinopterygii (Ray-finned Fishes),Lophiiformes,Antennariidae,Antennarius maculatus,warty frogfish,882753,4,fAntMac1,No,UN,GCA_013358685.1,,,"CLR, FALCON unzip","549,949,511",374,,VGP,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,7/11/17,"Netherlands: Dejong Marinelife, Rotterdam",PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,141,24
Fishes,Actinopterygii (Ray-finned Fishes),Argentiniformes,Argentinidae,Argentina silus,greater argentine,446415,4,fArgSil1,Has X and Y,M,GCA_951799395.1,,,"HiFi, Hifiasm solo","670,765,936","2,776",,ERGA,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,22_86.8% | X_79.3% | 19_76.9% | 21_76.2% | 20_67.2% | 18_66% | 15_57.1% | 11_54% | 13_54% | 17_52.4% | 12_52% | 9_51.2% | 7_51.1% | 8_51.1% | 16_50.7%,Chromosome,9/12/21,Faroe Islands,"PacBio,Arima2",84,24
Fishes,Actinopterygii (Ray-finned Fishes),Scombriformes,Arripidae,Arripis georgiana,Australian herring,3352246,,fArrGeo1,No,UN,GCA_042242135.1,,GCA_042242115.1,"HiFi, Hifiasm Hi-C phasing","801,586,327",650,,Minderoo OceanOmics,,UN,UN,gonochorous,UN,UN,UN,,,https://www.fish.wa.gov.au/Documents/research_reports/frr251.pdf,,Y,N,In_progress,,Arripis_georgiana_dotPlot_kmers_v2.1.pdf,chr6 (but looks homozygous ZZ or XX),Mirror plots look like one region of exceptionally low kmer content - maybe an assembly error/duplication between haplotypes? Or maybe a real signal - could still call this a putative sex chromosome (homozygous),Y,,no halfdeep,Chromosome,4/1/23,"Australia: Western Australia, Middle Island",PacBio Sequel IIe,79,24
Fishes,Actinopterygii (Ray-finned Fishes),Atheriniformes,Atherinopsidae,Menidia menidia,Atlantic silverside,238744,,fMenAtl1,No,M,GCA_048628825.1,,GCA_048544195.1,"HiFi, Hifiasm Hi-C phasing","571,259,625","1,323",,Yggdrasil,,UN,UN,gonochorous,UN,UN,TSD,,,10.1126/science.213.4507.577 GSD and TSD suggested,,NA,NA,,,,,,N,not yet,NA,Chromosome,6/1/23,"USA: Connecticut, Mumford Cove, CT (N 41.32, W 72.02)",PacBio HiFi; Arima Hi-C,42,24
Fishes,Actinopterygii (Ray-finned Fishes),Atheriniformes,Atherinopsidae,Odontesthes bonariensis,pejerrey,219752,,fOdoBon6,No,F,GCA_027942865.1,,GCA_027942885.1,"HiFi, Hifiasm Hi-C phasing","974,945,057",469,,VGP,,None,NA,gonochorous,None,NA,TSD,,,,,,,,,,,,Y,,no halfdeep,Chromosome,4/29/21,"Argentina: Universidad Nacional de Mar del Plata, Mar de Plata",PacBio Sequel II HiFi,30,24
Fishes,Actinopterygii (Ray-finned Fishes),Syngnathiformes,Aulostomidae,Aulostomus maculatus,West Atlantic trumpetfish,150449,,fAulMac1,No,UN,GCA_048301465.1,,GCA_048301475.1,"HiFi, Hifiasm Hi-C phasing","662,926,915",338,,Yggdrasil,,UN,UN,gonochorous,UN,UN,No,,,,,Y,N,In_progress,,Aulostomus_maculatus_dotPlot_kmers_v2.1.pdf,chr17 and chr14,"chr14 has almost no unique kmers in the end, but this same haplotype has a huge excess of kmers on chr17.",N,,NA,Chromosome,6/4/23,Curacao,HiFi; HiC,37,24
Fishes,Actinopterygii (Ray-finned Fishes),Tetraodontiformes,Balistidae,Melichthys vidua,pinktail triggerfish,392900,,fMelVid1,,,,,,,,,,Minderoo OceanOmics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Beloniformes,Belonidae,Xenentodon cancila,needlefish,129108,4,fXenCan1,No,M,GCA_014839995.1,,,"CLR I, FALCON unzip","736,214,936","1,782",,VGP,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,MT_100%,Chromosome,7/11/17,"Netherlands: Dejong Marinelife, Rotterdam",PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,62.8,24
Fishes,Actinopterygii (Ray-finned Fishes),Beryciformes,Berycidae,Centroberyx gerrardi,bight redfish,166262,,fCenGer3,No,UN,GCA_048128805.1,,GCA_048129085.1,"HiFi, Hifiasm Hi-C phasing","779,177,424",978,,Minderoo OceanOmics,,UN,UN,gonochorous,UN,UN,UN,,,,,Y,N,In_progress,hap quality,Centroberyx_gerrardi_dotPlot_kmers_v2.1.pdf,"?? chr1, chr2, chr10, chr14, chr22 ??",,N,,NA,Chromosome,4/3/23,"Australia: Western Australia, Middle Island",PacBio; Illumina NovaSeq,81,24
Fishes,Actinopterygii (Ray-finned Fishes),Blenniiformes,Blenniidae,Blennius ocellaris,butterfly blenny,195075,,fBleOce1,No,UN,GCA_963422515.1,,,"HiFi, Hifiasm solo","728,745,255","2,150",,DToL,,UN,UN,UN,UN,UN,UN,,,,,,,,,,,,Y,,16_50.6%,Chromosome,4/29/22,United Kingdom,"PacBio,Arima2",30,24
Fishes,Actinopterygii (Ray-finned Fishes),Blenniiformes,Blenniidae,Lipophrys pholis,shanny,56720,,fLipPho2,No,UN,GCA_963383615.1,,,"HiFi, Hifiasm solo","768,243,328","1,445",,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,23_52.3%,Chromosome,8/23/20,United Kingdom,"PacBio,Arima2",41,23
Fishes,Actinopterygii (Ray-finned Fishes),Scombriformes,Bramidae,Eumegistus illustris,brilliant pomfret,1219343,,fEumIll1,,,,,,,,,,Minderoo OceanOmics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Callionymiformes,Callionymidae,Neosynchiropus ocellatus,ocellated dragonet,34785,4,fSynOce1,No,UN,GCA_044231665.1,,GCA_044231645.1,"HiFi, Hifiasm Hi-C phasing","470,074,369",205,,Yggdrasil,,UN,UN,gonochorous,UN,male heterogametic,No,,,,,Y,New?,In_progress,,Neosynchiropus_ocellatus_dotPlot_kmers_v2.1.pdf,"chr3, chr6, chr17",,N,,NA,Chromosome,6/1/23,Denmark: National Aquarium Denmark,HiFi; HiC,46,20
Fishes,Actinopterygii (Ray-finned Fishes),Callionymiformes,Callionymidae,Synchiropus picturatus,picturesque dragonet,586865,,fSynPic1,No,UN,GCA_044231675.1,,GCA_044231685.1,"HiFi, Hifiasm Hi-C phasing","492,062,741",400,,Yggdrasil,,UN,UN,gonochorous,UN,UN,UN,,,"Sexually dimorphic, but chroms are homomorphic between sexes: https://www.jstage.jst.go.jp/article/cytologia/82/1/82_MS1825/_article",,Y,N,In_progress,No outlier,Synchiropus_picturatus_dotPlot_kmers_v2.1.pdf,"chr5, chr3, chr6, chr18",,N,,NA,Chromosome,6/1/23,Denmark: National Aquarium Denmark,HiFi; HiC,41,20
Fishes,Actinopterygii (Ray-finned Fishes),Carangiformes,Carangidae,Trachurus trachurus,Atlantic horse mackerel,36212,,fTraTra1,No,UN,GCA_905171665.2,,,"CLR II, FALCON unzip","801,243,942",375,,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,1/26/17,United Kingdom,"PacBio,Illumina,Arima",105,24
Fishes,Actinopterygii (Ray-finned Fishes),Centrarchiformes,Centrarchidae,Micropterus salmoides,large-mouth bass,27706,,fMicSal1,No,UN,GCA_019677235.1,,,Mecat2,"877,669,248",872,,Individual,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,7/5/19,,PacBio Sequel II,100,23
Fishes,Actinopterygii (Ray-finned Fishes),Centrarchiformes,Chironemidae,Chironemus georgianus,Western kelpfish,382509,,fChiGeo1,,,,,,,,,,Minderoo OceanOmics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Cichliformes,Cichlidae,Astatotilapia calliptera,Eastern happy,8154,4,fAstCal1,No,F,GCA_964374335.1,,GCA_900246225.5,"ONT Herro, Hifiasm solo","933,413,188",70,,DToL,,XY or XX,UN,gonochorous,XY,male heterogametic,No,,,https://link.springer.com/article/10.1007/s00114-017-1462-8,,Y,N,In_progress,Hap quality,Astatotilapia_calliptera_dotPlot_kmers_v2.1.pdf,"chr3, chr20",,Y,,no halfdeep,Chromosome,11/1/22,United Kingdom,"PacBio,Arima2",45,22
Fishes,Actinopterygii (Ray-finned Fishes),Cichliformes,Cichlidae,Aulonocara stuartgranti,flavescent peacock cichlid,286572,,fAulStu2,No,M,GCA_965226115.1,,,"ONT duplex, Hifiasm solo","945,366,440",53,,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7617772/,,,,,,,,,Y,,no halfdeep,Chromosome,2/16/23,United Kingdom,"ONT,Arima2",18,22
Fishes,Actinopterygii (Ray-finned Fishes),Cichliformes,Cichlidae,Haplochromis burtoni,Burton's mouthbrooder,8153,,fHapBur1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Cichliformes,Cichlidae,Rhamphochromis chilingali,Chilingali cichlid,454631,,fRhaChi2,No,F,GCA_963969265.1,,,"HIFI, HiFiasm solo","921,184,210",504,,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,2/13/19,United Kingdom,"PacBio,Arima2",64,22
Fishes,Actinopterygii (Ray-finned Fishes),Siluriformes,Clariidae,Clarias gariepinus,North African catfish,13013,,fClaGar1,No,M,GCA_024256435.1,,GCA_024256465.1,"HiFi, Hifiasm Hi-C phasing","972,641,408",142,,Individual,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,N,,NA,Chromosome,2021-03,Germany: Rostock,PacBio Sequel,100,28
Fishes,Actinopterygii (Ray-finned Fishes),Blenniiformes,Clinidae,Cristiceps australis,crested weedfish,879810,,fCriAus1,No,UN,GCA_049082185.1,,GCA_049082045.1,"HiFi, Hifiasm Hi-C phasing","619,674,967","1,973",,Minderoo OceanOmics,,NA,NA,hermaphrodite,NA,NA,No,,,sequential hermaphrodite,,,,,,,,,N,,NA,Chromosome,3/31/23,"Australia: Western Australia, Daw Island",PacBio Sequel IIe,60.9,24
Fishes,Actinopterygii (Ray-finned Fishes),Clupeiformes,Clupeidae,Sprattus sprattus,European sprat,196075,,fSprSpr1,No,UN,GCA_963457725.1,,,"HiFi, Hifiasm solo","840,332,306","1,888",,DToL,,UN,UN,gonochorous,UN,UN,No,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7533707/,,,,,,,,,Y,,21_76.6% | 20_72% | 6_54.3%,Chromosome,3/24/22,United Kingdom,"PacBio,Arima2",62,21
Fishes,Actinopterygii (Ray-finned Fishes),Scorpaeniformes,Cottidae,Myoxocephalus scorpius,shorthorn sculpin,8097,,fMyoSco1,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Scorpaeniformes,Cottidae,Taurulus bubalis,long-spined sea scorpion,61643,,fTauBub2,No,UN,GCA_910589615.1,,,"HiFi, Hifiasm solo","615,153,901",269,,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,8/24/20,United Kingdom,"PacBio,Illumina,Arima",38,21
Fishes,Actinopterygii (Ray-finned Fishes),Cypriniformes,Cyprinidae,Barbus barbus,barbel,40830,,fBarBab1,No,M,GCA_936440315.1,,,"HiFi, Hifiasm solo","1,584,929,904",200,,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,8/25/20,United Kingdom,"PacBio,Arima2",47,50
Fishes,Actinopterygii (Ray-finned Fishes),Cypriniformes,Cyprinidae,Danio rerio,zebrafish,7955,4,fDanRer4,No,UN,GCA_944039275.1,,"GCA_903684855.2, GCA_903684865.1","HiFi, Hifiasm solo","1,413,675,870",454,,VGP,,UN,UN,gonochorous,UN,UN,size,,,,,,,,,,,,Y,,no halfdeep,Chromosome,5/5/18,United Kingdom,"PacBio,Illumina",31,25
Fishes,Actinopterygii (Ray-finned Fishes),Cypriniformes,Cyprinidae,Phoxinus phoxinus,Eurasian minnow,58324,,fPhoPho1,No,F,GCA_949152265.1,,,"HiFi, Hifiasm solo","950,498,056","1,006",,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,9/9/20,United Kingdom,"PacBio,Arima2",30,25
Fishes,Actinopterygii (Ray-finned Fishes),Cypriniformes,Cyprinidae,Rutilus rutilus,roach minnow,48668,,fRutRut2,No,F,GCA_951802725.1,,,"HiFi, Hifiasm solo","1,100,195,650",556,,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,https://onlinelibrary.wiley.com/doi/10.1111/1755-0998.13166,,,,,,,,,Y,,no halfdeep,Chromosome,8/25/20,United Kingdom,"PacBio,Arima2",45,25
Fishes,Actinopterygii (Ray-finned Fishes),Cypriniformes,Cyprinidae,Squalius cephalus,European chub,8284,,fSquCep2.1,No,UN,GCA_949319135.1,,,"HiFi, Hifiasm solo","1,101,930,522",694,,DToL,,UN,UN,gonochorous,UN,UN,UN,,,Likely homomorphic  https://cjes.guilan.ac.ir/article_1766.html,,,,,,,,,Y,,no halfdeep,Chromosome,8/21/20,United Kingdom,"PacBio,Arima2",46,25
Fishes,Actinopterygii (Ray-finned Fishes),Lobotiformes,Datnioididae,Datnioides microlepis,Indonesian tiger perch,1367090,3,fDatMic1,,,,,,,,,,VGP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Tetraodontiformes,Diodontidae,Diodon nicthemerus,globefish,1329242,,fDioNic2,,,,,,,,,,Minderoo OceanOmics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishes,Actinopterygii (Ray-finned Fishes),Trachichthyiformes,Diretmidae,Diretmus argenteus,silver spinyfin,88656,4,fDirArg1,No,M,GCA_048569125.1,,GCA_048569135.1,"HiFi, Hifiasm Hi-C phasing","1,517,026,147","5,504",,VGP,,NA,NA,hermaphrodite,NA,NA,No,,,sequential hermaphroditism,,NA,NA,,,,,,Y,,4_56.1% | 23_53.4% | 21_52.8% | 12_52.3% | 24_51.9% | 20_50.5%,Chromosome,8/30/12,Atlantic Ocean,PacBio Revio HiFi; Arima Hi-C v2,51.2,24
Fishes,Actinopterygii (Ray-finned Fishes),Clupeiformes,Engraulidae,Coilia mystus,Osbeck's grenadier anchovy,286537,,fColCha1,Has Z only (W missing),F,GCA_048544225.1,,GCA_048544215.1,"HiFi, Hifiasm Hi-C phasing","854,254,650","1,316",,Yggdrasil,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,N,,NA,Chromosome,2022-12,China: Shantou,PacBio HiFi; Hi-C,47.3,24
Fishes,Actinopterygii (Ray-finned Fishes),Cyprinodontiformes,Fundulidae,Fundulus diaphanus,banded killifish,54267,,fFunDia1,No,M,GCA_037039145.1,,GCA_037038625.1,"HiFi, Hifiasm Hi-C phasing","1,351,828,608",624,,VGP,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,Y,N,In_progress,hap quality,Fundulus_diaphanus_dotPlot_kmers_v2.1.pdf,chr11 chr12,,Y,N; no HalfDeep Super sca.,,Chromosome,9/22/20,"Canada: St. John's, Newfoundland and Labrador",PacBio Sequel II HiFi; Arima Hi-C v2; Bionano DLS,31.99,24
Fishes,Actinopterygii (Ray-finned Fishes),Gadiformes,Gadidae,Micromesistius poutassou,blue whiting,348443,,fMicPou1,No,F,GCA_964030765.1,,,"HiFi, Hifiasm solo","520,636,573","6,887",,DToL,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,25_100% | 18_97.9% | 20_86.5% | 10_81.8% | 21_79% | 17_76.2% | 15_75.9% | 19_75.8% | 14_75.2% | 9_74.9% | 7_74.7% | 22_74.5% | 2_71.6% | 6_71.2% | 8_70.5% | 11_70.3% | 4_70.1% | 16_69.4% | 23_68.5% | 3_66% | 13_65.6% | 5_64.1% | 12_57.4% | 24_56.3%,Chromosome,7/14/22,Atlantic Ocean,"PacBio,Arima2",41,25
Fishes,Actinopterygii (Ray-finned Fishes),Gadiformes,Gadidae,Pollachius pollachius,European pollock,185739,,fPolPol2.1,No,UN,GCA_949987615.1,,,"HiFi, Hifiasm solo","606,767,444","2,426",,DToL,,None,NA,gonochorous,None,NA,TSD,,,https://karger.com/sxd/article/15/1-3/23/820695/Podocnemis-expansa-Turtles-Hint-to-a-Unifying,,,,,,,,,Y,,13_84.4% | 20_81.2% | 11_80.8% | 14_76.6% | 17_75% | 10_74.1% | 15_73% | 8_72.3% | 18_71.8% | 1_69.9% | 19_67.5% | 4_65.8% | 16_65.1% | 12_61.6% | 6_59% | 2_56.4% | 9_56% | 3_55.6% | 5_52.1% | 7_52%,Chromosome,11/16/21,United Kingdom,"PacBio,Arima2",88,20
Fishes,Actinopterygii (Ray-finned Fishes),Galaxiiformes,Galaxiidae,Aplochiton taeniatus,peladilla,946358,4,fAplTae1,No,UN,GCA_017639675.1,,,"CLR, FALCON unzip","461,946,147","1,199",,VGP,,UN,UN,gonochorous,UN,UN,UN,,,,,,,,,,,,Y,,no halfdeep,Chromosome,9/11/18,"Chile: Santo Domingo River, Valdivia, Los Rios district",PacBio Sequel CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,60,20
Fishes,Actinopterygii (Ray-finned Fishes),Scorpaeniformes,Gasterosteidae,Gasterosteus aculeatus,three-spined stickleback,69293,,fgasAcu3,Has X and Y,M,GCA_964276395.1,,GCA_964276385.1,"HiFi, Hifiasm Hi-C phasing","511,138,727",460,,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,X_100% | Y_100%,Chromosome,11/5/20,United Kingdom,"PacBio,Arima2",56,22
Fishes,Actinopterygii (Ray-finned Fishes),Scorpaeniformes,Gasterosteidae,Spinachia spinachia,sea stickleback,206126,,fSpiSpi1,No,UN,GCA_048126635.1,,GCA_048127205.1,"HiFi, Hifiasm Hi-C phasing","407,541,755",278,,Yggdrasil,,UN,UN,gonochorous,UN,UN,UN,,,,,Y,N,In_progress,hap quality,Spinachia_spinachia_dotPlot_kmers_v2.1.pdf,"chr3, chr15",,Y,,MT_100%,Chromosome,3/31/22,Denmark: Oresund Aquarium,HiFi; HiC,58,20
Fishes,Actinopterygii (Ray-finned Fishes),Gerreiformes,Gerreidae,Parequula melbournensis,silverbelly,548269,,fParMeb1,,,,,,,,,,Minderoo OceanOmics,,,,,,,,,,,,,,,,,,,,,,,,,,,
